,track_name,track_id,track_pop,artist_name,featured_artist,album_name,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,valence,tempo,track_lyrics,playlist_name

97,Wanted You (feat. Lil Uzi Vert),1Faq8G2y56A8fRv7HsLq25,66,NAV,Lil Uzi Vert,RECKLESS,7rkW85dBwwrJtlHRDkJDAC,0.797,0.731,9,-4.443,0,0.0479,0.229,0.0,0.623,146.93,"At my house. Let me see that ass. What you say?. I said ""let me see that ass"". That ass. Oh, you on some naked shit. Hahaha. I'm on my way. Stop lyin. I'm on my way, bye. . I'm ashamed of all the things that I was doing for you. Should've known that all these girls the same and they ain't loyal. She a freak, took her to Nobu, on a beach (yeah). Just to eat, Louboutins all on her feet (yeah). Where you get the money for them shoes, girl?. You hit me on my DM like a fangirl (whoa, whoa). Did you want me or did you want these bands, girl? (whoa, whoa). Now I know you just another Instagram girl (whoa, whoa). She almost made me think that all she want is me (yeah). I hit the club and she the first one that I see. Said that she there because she know promoters in the club (yeah). Come to find out that my homeboy hit her up (whoa, whoa, whoa). . All this ice I need a freezer, mhm. Whip it up, egg beater, mhm. Whipping up two-seaters. Said she love me, don't believe her, mhm. Can't be mediocre, mhm. Twenty on her choker, mhm. Fuck her, I don't know her, yeah. Give me face, like poker. Whoa, can't believe I wanted you. Whoa, I can't believe I wanted you, yeah. Girl, I can't believe I wanted you. Girl, I can't believe I wanted you. . No, no, no, no I don't need you (I don't need you). No, no, no, no I don't need you (I don't need you). Man, I swear these girls are see-through (translucent). Stevie Wonder, I can't see you (can't do this). She so hurt, I'm so hurt, she get on my nerve (what). My head hurt, matter fact, kick her to the curb (bye-bye). Found out that she with him, like this verse get murked (uh). My chopper, eagle dispersed, yeah. Probably die before it hurt, aye. Cartier lens, I'm on lurk, uh. Twenty-thousand for a fur, ooh (yeah). What would she do for a purse? (huh). She said she'll give me a perc (thirty). My new bitch better, so I cannot sweat her. Don't talk to that girl, that's a curve (?). Speak in a sweater,. my neck is so frozen it looking just like an iceberg. . All this ice I need a freezer, mhm. Whip it up, egg beater, mhm. Whipping up two-seaters. Said she love me, don't believe her, mhm. Can't be mediocre, mhm. Twenty on her choker, mhm. Fuck her, I don't know her, yeah. Give me face, like poker. Whoa, can't believe I wanted you. Whoa, I can't believe I wanted you, yeah. Girl, I can't believe I wanted you. Girl, I can't believe I wanted you. . Uzi they, used to make, fun of you ([?]). Yeah, all my hundreds blue. Whoa, little bitch, I'm done with you (I'm done with you). Hit it from the back while Uzi stand in front of you (yeah). 23, but I had her when I was 22 (what?). I can't wife that girl, she fucked like twenty dudes (brown boy). You can't get a kiss, can't get caught tounging you (Lil Uzi). I got lots of girls, no, there ain't just one of you (that true). Off-White on my Prestos,. all these girls I'm running through (I'm running through it yah). I can't text her back,. these Franklins what I'm thumbing through (blue hunnos). Fuck a finger in that bitch, I use a thumb or two. Made her number one and you ain't even number two. . All this ice I need a freezer, mhm. Whip it up, egg beater, mhm. Whipping up two-seaters. Said she love me, don't believe her, mhm. Can't be mediocre, mhm. Twenty on her choker, mhm. Fuck her, I don't know her, yeah. Give me face, like poker. Whoa, can't believe I wanted you. Whoa, I can't believe I wanted you, yeah. Girl, I can't believe I wanted you. Girl, I can't believe I wanted you</p>",Best Hip-Hop Playlist

98,Esskeetit,44KKhCyI0BGS6LvVyDqJtH,57,Lil Pump,None,Esskeetit,3wyVrVrFCkukjdVIdirGVY,0.934,0.505,11,-7.648,1,0.168,0.0229,0.0,0.691,139.93,"Yeah, yeah, brr. Yeah, ooh. Yeah, yeah, ooh, ooh. . Only wear designer, esskeetit (ooh!). Hoppin' out the Wraith, esskeetit (esskeetit!). Smashin' on your bitch, esskeetit (ooh!). Runnin' up a check with no limit (yuh!). Poppin' on X, poppin' on X. Poppin' on X, pills (yuh!). Got a new car, got a new bitch (ooh). And I got a new deal (ooh!). Only wear designer, esskeetit (esskeetit!). Hoppin' out the Wraith, esskeetit (ooh!). Smashin' on your bitch, esskeetit (esskeetit!). Runnin' up a check with no limit (ooh!). Poppin' on X, poppin' on X. Poppin' on X, pills (poppin' on X). Got a new car, got a new bitch. And I got a new deal (yuh!). . Pull into the crib like ""what up, bitch!"". Got a penthouse, and it on my wrist. And my grandma sippin' on Activis. Got a lot of ice, and I'm cold as shit. And these bitches love to talk a lot. Pull out the Porsche out the car garage. And I never had a job. I'm high as fuck, took a trip to Mars. Ice on ice on ice on ice, took a private jet to Dubai. Gucci better buy y'all flights. Bust down smackin', no light. And she show titties on Skype. Smoke quarter pounds to the face, esskeetit. Everything that you done did, I done did it. Pockets on swole, like it's 24 Fitness. 800 bands just layin' in the kitchen. . Only wear designer, esskeetit (ooh!). Hoppin' out the Wraith, esskeetit (esskeetit!). Smashin' on your bitch, esskeetit (ooh!). Runnin' up a check with no limit (yuh!). Poppin' on X, poppin' on X. Poppin' on X, pills (yuh!). Got a new car, got a new bitch (ooh). And I got a new deal (ooh!). Only wear designer, esskeetit (esskeetit!). Hoppin' out the Wraith, esskeetit (ooh!). Smashin' on your bitch, esskeetit (esskeetit!). Runnin' up a check with no limit (ooh!). Poppin' on X, poppin' on X. Poppin' on X, pills (poppin' on X). Got a new car, got a new bitch. And I got a new deal (yuh!)</p>",Best Hip-Hop Playlist

99,Slingshot,5J3LR9JWrZIUTG7UGZkIKg,56,Lil Xan,None,TOTAL XANARCHY,3EXdLajEO02ziZ90P90bSW,0.928,0.778,7,-6.962,0,0.252,0.0562,6.27e-06,0.668,122.998,I like Drugs. I like Beamz. I got plugs. What you need?. No no funds. What you bleed?. Oh you tough. Heard my raps. They like nah. They didn't ask. What my price. Im like no. Outta sight. Im like yuh. Outta sight. . I might stay M.I.A. I might go M.I.A. . I might stay M.I.A. I might go M.I.A. . Please stay the fuck away. Thats my shit stay away. I got Lo on my face. All these clothes but no bape. I got hoe. Outta state. I got weed for the low. I dont pop fuckin xans. I might pop a norco. We ain't with no fuck shit. We ain't 'round no fuck shit. We ain't with no fuck shit. We ain't 'round no fuck shit. FUCK. . Fuck that shit. Fuck that shit like yuhh. . AY. Fuck that bitch like yuhh. Fuck that bitch like whaa. Yeah out the booth</p>,Best Hip-Hop Playlist

100,D Rose,1fEl5TPKRJAsuP6TqZ23hB,55,Lil Pump,None,Lil Pump,3wyVrVrFCkukjdVIdirGVY,0.781,0.553,0,-4.277,1,0.0735,0.201,0.000233,0.308,121.968,"100 on my wrist (Lil Pump). 80 on my wrist (ooh, D Rose). Ayy, ayy (D Rose). Ayy, ayy. Ayy. . 100 on my wrist, 80 on my wrist (what?). 100 on my wrist, 80 on my wrist (brr). 100 on my wrist, 80 on my wrist (ooh). 100 on my wrist, 80 on my wrist. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. 80 on my wrist, 100 on my wrist (ooh, what?). 80 on my wrist, 100 on my wrist (brr, ooh). 80 on my wrist, 100 on my wrist (what, ayy). 80 on my wrist, 100 on my wrist (ooh). D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. . 100 on my wrist, bitch, I'm feelin' like D Rose. Pop 4 Xans, now I'm feelin' like a hero (Superman). Lean got me like Rio (Rio). And my auntie on P.O. (P.O.). 100 on my wrist, 80 on a brick. Lil Pump never spendin' money on a bitch (never). Never trust a nigga, 'cause he actin' like a bitch (ooh). Take a nigga bitch to the Motel 6 (brr). I just broke my wrist, 'cause I'm whippin' in the kitchen (yoop). Pass a brick to my mom, and I told her whip it (whip). 4 bands in the kitchen (ayy). 9 bands in the kitchen (ayy). I just fucked your bitch (what?). I just broke my wrist (okay). I just fucked your bitch (ooh). I just fucked your bitch (okay). D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. . 80 on my wrist, 100 on my wrist (ooh, what?). 80 on my wrist, 100 on my wrist (brr, ooh). 80 on my wrist, 100 on my wrist (what, ayy). 80 on my wrist, 100 on my wrist (ooh). D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose. D Rose, D Rose, D Rose, D Rose (and my auntie on P.O.)</p>",Best Hip-Hop Playlist

101,Everyday,4EAV2cKiqKP5UPZmY6dejk,69,Logic,Marshmello,Bobby Tarantino II,4xRYI6VqpkE3UwrDrAZL8L,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.422,149.908,". I work hard every motherfuckin' day-ay-ay-ayy. I work hard, I work hard every day-ay-ay-ayy, yeah. But today is my day, it's my day. And no matter what they say, it's my day. La-la-la-la-la-la, yeah. . Roll up to the spot, feelin' real good. Think you gon' talk shit, you better not, my homies real hood. They say, ""Logic, why you do that?"" I don't know, I don't know. Yeah, they used to be like, ""Who that?"" I don't know, I don't know. Now they know my name wherever I go. Used to think that's what I wanted, but now, just don't know. No, I can't fuck with that, nook if you buckin' back. Yeah, I been workin' but I ain't get nothin' back. Tell me the daily now, hold up, wait, really now. All of that shit you been talkin' just silly now. . Just as quick as you rise. Just as quick as you could fall. Oh, no no no, I can't fuck with that at all. Can't fuck with that at all. . I work hard every motherfuckin' day-ay-ay-ayy. I work hard, I work hard every day-ay-ay-ayy, yeah. But today is my day, it's my day. And no matter what they say, it's my day. La-la-la-la-la-la, yeah. . All, all she ever wanted was attention. And a bunch of other shit I shouldn't mention. 'Cause she got daddy issues for days, for days and days. But today, she ain't got shit to do, her ride along with you. So we gon' fuck around and vibe and vibe and vibe and vibe. I'm tryna live my life but am I doing it right?. Hey, I'm tryna live my life but am I doing it right?. 'Cause they tell me I'm the man, you the man right now. You the man right now. With the whole wide world in the palm of your hand right now. Fuck the lights and the cameras and the money and the fame. I'ma do it for the fam right now. I'ma get it for the 301 and the R-A-T-T-P-A-C 'cause you know. . I work hard every motherfuckin' day-ay-ay-ayy. I work hard, I work hard every day-ay-ay-ayy, yeah. But today is my day, it's my day. And no matter what they say, it's my day. La-la-la-la-la-la, yeah.</p>",Best Hip-Hop Playlist

102,Drip From My Walk,1eQIZQTJ3CQOYJPY7EOUKp,44,Famous Dex,None,Drip From My Walk,0WOxhx4hikIsyF3CRPLC8W,0.739,0.553,2,-9.129,1,0.245,0.653,0.0,0.305,129.925,"I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. (Oh Man Goddamn). A bad bitch, love lost. I'm smoking dope till i exhaust. Money coming from the vault. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. (Oh Man Goddamn). A bad bitch, love lost. I'm smoking dope till i exhaust. Money coming from the vault. (Drippy, Drippy). I get the drip from my walk. I get the drip from my walk, my baby she come from the north. My money, it come from the vault. Im smoking on dope like Young Dolph. We touch the plug down for the cough. Im sippin' on lean till i fall. My diamonds they shine, they rick ross. I hop in the foreign, get lost. (Oh Man Goddamn). 2 bitches they calling me drippy. I fuck them and then we get drippy. My 30, it shoot scottie pippin. Im sippin' on lean till I'm sleepy. I pop me 2 pills to get geeky. I got a lil bitch name keekee. I think that lil bitch Putoricuan. She chill at my crib for the weekend. 3 grams in my woods like a boss. My diamonds they shine with a flossy. My foreign float like a ghost. I hop in that bitch and get lost. . My money is starting to get tall. . I walk in the mall buy it all. . My drippy it came in the sauce. . I get the drip from my walk. . I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. (Oh Man Goddamn). A bad bitch, love lost. I'm smoking dope till i exhaust. Money coming from the vault. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. (Oh Man Goddamn). A bad bitch, love lost. I'm smoking dope till i exhaust. Money coming from the vault. I get the drip from my walk. I am da Drip. I am Walk. I keep a clip wen i walk. I gotta shift wen i walk. I got yo bitch at my house. Gotta layn n da livin room. Countn money in da kitchen too. Got ha otha friends dripn too. Let me show you wat dis pimpn do. Yeah i dripn da sauce. Boy i inventd da sauce. I am da reason dis flavor is all in yo mouth. Got dese lil hoes cussin you out. Yeah i showed you how to drip. Step designer wit a limp. Swang ya arms like you swim. Rock ya head back nd foward. (?) Yeah it come from da Twinz. On Sauce. Im pimpn forreal not just rap about it. Im sendn off thick bitches n da Audi. Im dripn wit Dex nd we smoke exotic. From Texas to Chiraq we catchn bodies. Man da whole world dripn codiene. Sipn farogama livin frontn like da pimpn rapin like dese 2. Boy b thankful fo wat da sauce did fo you. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. (Oh Man Goddamn). A bad bitch, love lost. I'm smoking dope till i exhaust. Money coming from the vault. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. I get the drip from my walk. (Oh Man Goddamn). A bad bitch, love lost. I'm smoking dope till i exhaust. Money coming from the vault. I get the drip from my walk</p>",Best Hip-Hop Playlist

103,BUTTERFLY EFFECT,1yxgsra98r3qAtxqiGZPiX,0,Travis Scott,None,BUTTERFLY EFFECT,0Y5tJX1MQlPlqiwlOH1tJY,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.182,140.987,". . For this life, I cannot change. Hidden Hills, deep off in the main. M&amp;M's, sweet like candy cane. Drop the top, pop it, let it bang (pop it, pop it). For this life, I cannot change. Hidden Hills, deep off in the main. M&amp;M's, sweet like candy cane. Drop the top, pop it, let it bang (pop it, pop it). . . Drop the top, play hide and seek. Jump inside, jump straight to the league. Take a sip, feel just how I breathe. On freeway, but no, ain't nothin' free (straight up). Bend laws, bend lanes. Been bustin' bills, but still ain't nothin' change. You in the mob soon as you rock the chain. She caught the waves just thumbin' through my braids (alright). Heatin' up, baby, I'm just heatin' up (it's lit). Need ya love, not a need it is a must. Fill his cup, you know how to keep me up. Icy love, icy like a hockey puck. . . For this life, I cannot change. Hidden Hills, deep off in the main. M&amp;M's, sweet like candy cane. Drop the top, pop it, let it bang (Pop it, pop it). For this life, I cannot change. Hidden Hills, deep off in the main. M&amp;M's, sweet like candy cane. Drop the top, pop it, let it bang. . . All the ones, all the chains piled on the mantle. All the dogs, all the dogs low creep right behind me in the Phantom. Never go, never go dip on the set, stayed Santana. Yeah, run it back, turn the lights on when I hit up Green Lantern. Yeah, fly the broads, fly the dogs down to Atlanta. Yeah, in the cut in Medusa, lay low, yeah, I might be. Yeah, roll up, help me calm down when I'm movin' high speed. Yeah, If I send one, need the text back 'cause you know what I need. Oh, please (oh please). Oh me (oh me). Oh my (oh my). We been movin', we been movin' for some time (Alright!). Flexin', flexin' try to exercise. Exercise, exercise, exercise, exercise. . . For this life, I cannot change. Hidden Hills, deep off in the main. M&amp;M's, sweet like candy cane. Drop the top, pop it, let it bang (pop it, pop it). For this life, I cannot change. Hidden Hills, deep off in the main. M&amp;M's, sweet like candy cane. Drop the top, pop it, let it bang (pop it, pop it)</p>",Best Hip-Hop Playlist

104,Thousand Ways,1NCDavTL2N6ZIN9YvUsNcy,48,Jay Critch,Harry Fraud,Thousand Ways,6Av6GMCOznZIlHuNcBWgf4,0.913,0.522,1,-7.222,1,0.34,0.111,0.0,0.458,95.061,,Best Hip-Hop Playlist

105,Up,5qbcsZMwL0x46sX7VO37Ye,60,NAV,None,NAV,7rkW85dBwwrJtlHRDkJDAC,0.66,0.491,8,-6.645,0,0.101,0.0338,0.0,0.376,154.132,". 
. If young Metro don't trust you I'm gon' shoot you. 
. [Chorus]
. Remember feeling broke as fuck
. But now I'm pulling up in Rover trucks
. (I'm pulling up in Rover Trucks now)
. Remember these bitches ain't wanna fuck
. Now she give me head outside of Toys R Us
. (These bitches suck and fuck me now)
. When you see me look, don't touch
. All my shooters ballin' playing for the bucks
. (shoot em up for money now)
. Keep your circle small, be careful who you trust
. They gon' love you when you down, not when you up. 
. [Verse 1]
. They gon' leave you when you down, not when you up
. Fuck these hoes with all my bros, who can I trust?
. Who else gon' help me in the jam when I get stuck? (Nobody, nobody)
. Who else gon' ride out for me when my time is up?
. Feel like myself again when I be on the drugs
. I'm in LA, I took a yellow pill I hope it fuck me up
. Im not playin', I don't feel tired, I think the addies adding up
. See the X's and the O's, and now she wanna kiss and hug
. All this codeine got me stuck, but the molly get me up
. My mamma call me up, but I can't pick it up
. Cause my whole left side ain't movin'
. I don't sell drugs but I abuse 'em
. From the Rex but now I'm movin'. 
. [Chorus]
. Remember feeling broke as fuck
. But now I'm pulling up in Rover trucks
. (I'm pulling up in Rover Trucks now)
. None of these bitches wanna fuck
. Now she give me head outside of Toys R Us
. (These bitches suck and fuck me now)
. When you see me look, don't touch
. All my shooters ballin' playing for the bucks
. (They shooting all for money now)
. Keep your circle small, be careful who you trust
. They gon' love you when you down, not when you up. 
. [Verse 2]
. I'ma put these hoes on blast now
. Cash found me, I got cash now
. Watch your mouth, I pay the money
. You get slapped out
. Fucking hoes, I turn down shows I ice my Roley now
. She didn't wanna fuck me then, but she can't fuck me now
. These hoes get naked for me when I'm playin' my songs
. Now my neck feel naked when I don't got chains on
. Fuck all the people that ever tried to do me wrong
. Now when they see me pull up, they the ones I'm shitting on
. Getting high living the low life, with your wife
. My gun got jammed, I couldn't bust a whole night
. I fell asleep drinking lean, now I need some more ice
. And yea I'm getting money, your boyfriend is a poor guy. 
. [Chorus]
. Remember feeling broke as fuck
. But now I'm pulling up in Rover trucks
. (I'm pulling up in Rover Trucks now)
. None of these bitches wanna fuck
. Now she give me head outside of Toys R Us
. (These bitches suck and fuck me now)
. When you see me look, don't touch
. All my shooters ballin' playing for the bucks
. (They shooting all for money now)
. Keep your circle small, be careful who you trust
. They gon' love you when you down, not when you up. 
. [Future]
. If young Metro don't trust you I'm gon' shoot you. 
. [Outro]
. When you see me look, don't touch
. All my shooters ballin', playing for the bucks
. (They shooting all for money now)
. Keep your circle small, be careful who you trust
. They gon' love you when you down, not when you up</p>",Best Hip-Hop Playlist

106,Xanarchy,3etxMncvnemdyJlDVBuIat,48,Lil Xan,None,Xanarchy,3EXdLajEO02ziZ90P90bSW,0.697,0.726,0,-5.204,1,0.22,0.196,2.42e-06,0.85,161.997,"Movin' xan n' dope, ayy, what? (Xanarchy, huh). Movin' silent tho'. Yeah, ayy, ah-uhh, haha, fuck it, yah (yuh, brr-brr). You are now listening to a Bobby Johnson beat. Ayy, ayy, ayy (shout-out Bobby Johnson, bitch). . What? Movin' silent doe, yeah (huh, what). Ayy, I ain't got no hoe (no, what). Ayy, snakes this silence tho' (brr). Aye, silence on my heater (brr). Yo' bitch in my two seater, hah (brr). Aye, aye yo' team need'a new leader (ayy, and I'm.). Aye, I just poured a four in my two liter (bbr, uh, skrrt). She call me, a daydreamer, what?. Rollin' in the beamer 'boutta beam 'em in the beamer, yah (b&gt;ayy). Cream soda pour my lean, yah (what). It ain't even a thing, yah. Carried late, got all these baby things, yah (pew). Talk shit, haha, ayy (pew-pew). Why your girl masturbate to my lyrics? (brr, brr-brr). Lemme transmit my lingo (*laughter*). Ayy, diamonds wind up Finding Nemo (*laughter*). Limousine got the bean. No diamond ring for my t'ing, yah (pew). Only for my team, yah (pew). No strings attack, ayy, ayy, none of things. ayy-yah. Got the girls attached. Gold neck, roll gnat, I. Leave it, throw on the roof (ooh-ooh-ooh). Uh, ayy, drop-top Lexus. Checkin' out bae on my checklist. Yeah I'm with the Misfits big booty big bitch, hah (brr). Ayy, big booty big bitch ayy, yeah (brr, *laugh*). Big mounds of money, yah. Call of duty worst, pretend 'round the shot. Fired from the ground, yah. My beamer lurkin', talkin' 'bout some searchin' (out the boof). Never lose inertia, yuh, ayy, haha-ayy (out the boof). Yeah, your bitch, she a virginm yuh-hah, aye. Aye yo' bitch she a vir... ah.uh (pew-pew, brr, ayy, what). Another dead president. Smirk and you got evidence (ayy). Now you need new residence, ayy, ayy (what). Guess... what?. . Lil Xan fuck yo' bitch, yeah. Lil Xan, wait, I fuck yo' bitch. Out the boof. Bitch I'm out the muthafucking boof, bitch. Xanarchy.... Bitch, Xanarchy gang, bitch. We out here. Ayy, join the wave, bitch. I wan' kill myself, bih'</p>",Best Hip-Hop Playlist

107,Givenchy,1ZUSYGDxdzkK6inZJb8pMO,36,DDG,None,Take Me Serious,0WK3H9OErSn5zKOkOV5egm,0.876,0.339,1,-8.909,0,0.307,0.0709,0.0,0.605,80.094,"(Ayye Okay). Uh yuh (Okay). Okay. Ooh ooh. Uh yuh (okay). . Big bag, big racks (aye). On that same shit (yuh). Broke boy spent his last dollar on that lame bitch (okay). Hunnid in a beamer. Quit swervin' in my lane bitch. Givenchy on my collar. Sippin' Henny, I can't stand it (bitch). Big bag, big racks (aye). On that same shit (yuh). Broke boy spent his last dollar on that lame bitch (okay). Hunnid in a beamer. Quit swervin' in my lane bitch. Givenchy on my collar. Sippin' Henny, I can't stand it (bitch). . (you can't fuck with that bitch, cause you broke). She a boss (yuh). You a broke boy and she can't take a loss. So she living with me (who?) DDG. Why you paying for pussy. (I'm fucking for free). Band on my shirt (yah). She a flirt. Valet, the beamer pull up and reskirt. I got racks in the bank (ooh). What you think. All this ice on my neck its too wet ima sink. I got money I got chicken. Come here lil bitch listen. Social media got me rich, I ain't have to use a kitchen. Niggas dissin' DDG. They be itchin for attention. I got racks in my bank (ooh pockets peter griffin). Drop 40 on my wrist. Drop 20 on my bitch. 60 bands that's not shit. DDG gettin' rich. But this Henny got me hot (i'm lit). I drunk a lot. Eyes low off the pot. Pockets lookin like snot (I got my banker on my phone). Check them out. Stock market got boosted and it tripled your amount. DDG gettin' money they hatin' its funny. You Broke you a dummy (my wrist make it sunny). You ain't tough you tweeter. Your bitch she a eater. She fucking off my sneakers. My jewerly is a freezer. Rollie wet like tsunami. Cuban dress in Dasani. Be rockin' givienchy when I'm fucking your mommy. . Big bag, big racks (aye). On that same shit (yuh). Broke boy spent his last dollar on that lame bitch (okay). Hunnid in a beamer. Quit swervin' in my lane bitch. Givenchy on my collar. Sippin' Henny, I can't stand it (bitch). Big bag, big racks (aye). On that same shit (yuh). Broke boy spent his last dollar on that lame bitch (okay). Hunnid in a beamer. Quit swervin' in my lane bitch. Givenchy on my collar. Sippin' Henny, I can't stand it (bitch)</p>",Best Hip-Hop Playlist

108,Blessings,1bzM1cd6oqFozdr4wK6HdR,64,Big Sean,Drake,Dark Sky Paradise,0c173mlxpT3dSFRgMO8XPh,0.79,0.621,1,-7.634,1,0.275,0.333,0.0,0.15,118.895,"Look, I feel blessed. Way up I feel blessed, way up I feel blessed (I). (Straight up, look). . I live the life I deserve, bless. Fucken a vacay I feel better at work. I mean whatever it's worth, I give whatever I'm worth. For my niggas who gon' go to Hell and back for me. I'mma give 'em Heaven on Earth. Or a hell of a check, yeah, whichever come first. Blessings on blessings on blessings. Look at my life man that's lessons on lessons on lessons. I treat the beat like it's a reverend. I tell the truth like father, forgive me, these are all my confessions. Man, this wasn't luck it was destined. I done lost homies who been with me since Ed, Edd. And Eddy, who flip like confetti. And then when you back, they back to call you ""dog"", that shit get get petty. Bitch, don't give no dap to me, nigga. Funny thing about talking behind my back, is that it just keep coming back to me, nigga. Was off for a sec, now it's back to me, nigga. You mad at me, this ain't what I want man this what it had to be. This is that late night working after three. Man this why my old girl was mad at me. This why I'm your majesty. Man, the clique is the tightest, the pussy's the tightest. The drinks are the coldest, the future the brightest. The feat not divided, the love is divided. And I just got it, thank God that we got it. Blessed. I don't know what I would do without it. Crew look like we robbed a bank, but all we make is deposits. Your profit we profit, oh God. . I'm here for a good time, not a long time, you know I. I haven't had a good time in a long time, you know I. I'm way up, I feel blessed. Way up, I feel blessed (Straight up). I'm way up, I feel blessed (Straight up, straight up). Way up, I feel blessed. . Look, I ain't gonna say that we back or nothing. Cause that implies that we're back from something. If we're back from something it's some checks you owe us. I expect that payment, nothing less or over. I don't need them favors that you ask me for. I could give two fucks 'bout where the Grammys go. I just gave out Grammys on my Instagram. Them OVO boys the business man. It is what it is, trust me you get what you give, yeah. You gotta come to my side and see how we live, yeah. I cannot see Heaven being much better than this, yeah. Blessings on blessings from me and my niggas from the 6. Look at what we did, yeah. Be quiet, I'm doing a toast. For niggas that don't really do shit I swear y'all be doing the most. Stop worrying about whoever's next. I am just worried about my mama worrying less. I think I'm famous enough, I don't need any more press. I am convinced I'm the only one left. That's still doing this shit, man. . My grandma just died, I'm the man of the house. So every morning I'm up cause I can't let them down (down). Always down for the cause, never down for the count. I guess when your stars align, you do like the solar system and plan it out. So I'm going over time on the overtime. Yeah, I'm not invested, but you can't attest it. Million dollar goals, managed to manifest it. The family never going anorexic. I pay my mortgage and electric. Never going under even with anesthetics. At the top of the rap game and progressin'. Check after check, checking off my check list. Try and blow my cake just know that's a death wish. No mistakes in life ever, it's only lessons. Shit feel like Shaq and Penny got back together. You tore the game apart who put it back together? I. . Since the truth keep niggas traumatized. They tryna compromise my condom size. So I Snapchat that whole shit. Tryna see titties, tryna show dick. And I swear to God I hope they post it. I'm blessed. Even though I get slammed with lawsuits like car doors. See three P.O.'s like Star Wars. They want me by the road holding up cardboard. So I go extra hard on the hard floor. Right now, I'm calling you from my home gym. Right after that, nigga I'm gon' swim. Just did a couple laps in my home pool. And my daughter right there getting home-schooled. I'm blessed, and I was thinking 'bout starting up my own school. A Montessori, and the hallway looking like a monastery. Oh yes. I'm way up, I feel blessed</p>",Best Hip-Hop Playlist
